"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.9438099127546e-165,0.317193916463594,0.105,0.03,1.06614086094764e-160,"Fibroblasts","GRCm38-Slit3"
2.45587471976727e-165,0.425169893549108,0.167,0.07,1.34699816629795e-160,"Fibroblasts","GRCm38-Smtnl2"
2.88222163521499e-165,-0.585990028418334,0.04,0.148,1.58084092248272e-160,"Fibroblasts","GRCm38-Hopx"
4.64961708277907e-165,0.459791001078065,0.218,0.109,2.55022197756267e-160,"Fibroblasts","GRCm38-Smo"
5.5710249895601e-165,0.362919269833403,0.675,0.531,3.05559578627392e-160,"Fibroblasts","GRCm38-Rab2a"
8.11803932235243e-165,0.398597016492676,0.459,0.31,4.45258220752386e-160,"Fibroblasts","GRCm38-Heg1"
1.336934613433e-164,-0.439541348527339,0.013,0.103,7.33281896775732e-160,"Fibroblasts","GRCm38-Dusp5"
6.83391477098908e-164,-0.331381096909229,0.016,0.108,3.74826557359209e-159,"Fibroblasts","GRCm38-Bik"
8.24671714441406e-164,-0.677562486026282,0.297,0.448,4.52315941936823e-159,"Fibroblasts","GRCm38-Vamp8"
1.61585797310433e-163,0.38080647338957,0.162,0.067,8.86265781088265e-159,"Fibroblasts","GRCm38-Ldlrad4"
2.16816052692332e-163,-0.591585219357647,0.018,0.11,1.18919268580691e-158,"Fibroblasts","GRCm38-H2-DMa"
3.24895191735687e-163,0.38367476664211,0.155,0.063,1.7819851476319e-158,"Fibroblasts","GRCm38-Kank2"
3.56073589932141e-163,-0.373522352764382,0.037,0.144,1.95299242605981e-158,"Fibroblasts","GRCm38-Stard8"
9.0282298625442e-163,0.40667820521931,0.179,0.079,4.95180351500824e-158,"Fibroblasts","GRCm38-Glt8d1"
9.67550019374508e-163,0.377919718938226,0.581,0.443,5.3068183462653e-158,"Fibroblasts","GRCm38-Sec62"
1.28851093386779e-162,-0.394913428503548,0.016,0.107,7.06722477007808e-158,"Fibroblasts","GRCm38-Cd82"
1.42209202402877e-162,-0.40105308651824,0.056,0.174,7.79989033339302e-158,"Fibroblasts","GRCm38-Pnpla2"
1.54606794414842e-162,-0.554801671971617,0.216,0.372,8.47987346006525e-158,"Fibroblasts","GRCm38-Tmed5"
1.68003249115764e-162,0.485068399567981,0.299,0.179,9.2146422075014e-158,"Fibroblasts","GRCm38-Uba5"
4.42358746992165e-162,0.37455121909505,0.588,0.449,2.42624925550263e-157,"Fibroblasts","GRCm38-Morf4l1"
1.09948216012049e-161,0.430585240380111,0.184,0.084,6.03043975182889e-157,"Fibroblasts","GRCm38-Aldh7a1"
1.20651157867627e-161,0.269313012073567,0.269,0.15,6.6174747067236e-157,"Fibroblasts","GRCm38-Fhl2"
3.2349309169658e-161,0.493028252301852,0.382,0.25,1.7742949093374e-156,"Fibroblasts","GRCm38-Nav1"
4.38078760524492e-161,0.355871676744195,0.134,0.049,2.40277438572474e-156,"Fibroblasts","GRCm38-Tmem107"
1.35124993586849e-160,-0.615122809744132,0.141,0.286,7.41133564825151e-156,"Fibroblasts","GRCm38-Adgre5"
3.73398900244777e-160,0.440059107999,0.201,0.096,2.04801828806256e-155,"Fibroblasts","GRCm38-Sesn3"
3.74533315496865e-160,0.41751964785835,0.519,0.39,2.0542403288372e-155,"Fibroblasts","GRCm38-Dnajc3"
6.81843203687319e-160,0.42848352390592,0.462,0.331,3.73977360358421e-155,"Fibroblasts","GRCm38-Rpn2"
8.8591699294332e-160,0.379814395602984,0.138,0.052,4.85907752289552e-155,"Fibroblasts","GRCm38-Slc39a13"
9.11318224373517e-160,-0.645873519729367,0.118,0.254,4.99839819704386e-155,"Fibroblasts","GRCm38-Man2b1"
9.16709480059558e-160,0.458455995081518,0.323,0.2,5.02796815623067e-155,"Fibroblasts","GRCm38-Ap3s1"
1.02436170554503e-159,-1.08019385617612,0.064,0.182,5.6184190825734e-155,"Fibroblasts","GRCm38-Chchd10"
1.72343021242645e-159,-0.849359978231277,0.027,0.123,9.45267002911658e-155,"Fibroblasts","GRCm38-Maf"
1.94658651101588e-159,-0.493874876489409,0.068,0.188,1.06766376956199e-154,"Fibroblasts","GRCm38-Ephb4"
2.30988703643807e-159,0.44330977138554,0.254,0.137,1.26692684174555e-154,"Fibroblasts","GRCm38-Trps1"
3.79764489448595e-158,0.401161488669582,0.159,0.067,2.08293227172766e-153,"Fibroblasts","GRCm38-Man2a2"
4.00040340031961e-158,-0.762581266918106,0.196,0.34,2.1941412570073e-153,"Fibroblasts","GRCm38-Plin2"
4.43903527062507e-158,-0.54654226645628,0.087,0.213,2.43472206523244e-153,"Fibroblasts","GRCm38-Sema6a"
5.00105981478162e-158,0.489109816201537,0.338,0.215,2.74298128721142e-153,"Fibroblasts","GRCm38-P4ha1"
7.58787400807407e-158,0.402134997482317,0.524,0.393,4.16179713594847e-153,"Fibroblasts","GRCm38-Sec11a"
9.74768843988919e-158,-0.630859461350979,0.282,0.432,5.34641215551043e-153,"Fibroblasts","GRCm38-Actr3"
4.5437066712325e-157,-0.804411947209316,0.164,0.302,2.4921322350376e-152,"Fibroblasts","GRCm38-Dnajc15"
4.95719182753761e-157,-0.468694678173529,0.086,0.213,2.71892057356783e-152,"Fibroblasts","GRCm38-Arhgef7"
5.15823699210523e-157,-0.462727872103668,0.019,0.108,2.82918982542988e-152,"Fibroblasts","GRCm38-Il18bp"
1.50102303503701e-156,0.302753777715634,0.106,0.033,8.23281114257099e-152,"Fibroblasts","GRCm38-Pdzrn3"
1.78318226246104e-156,0.44258895460213,0.206,0.103,9.7803980731463e-152,"Fibroblasts","GRCm38-Armcx2"
3.01243519729811e-156,-0.446769251921781,0.062,0.178,1.65226045701407e-151,"Fibroblasts","GRCm38-Rnf114"
3.50986890448838e-156,-0.656472147979648,0.287,0.442,1.92509289673379e-151,"Fibroblasts","GRCm38-Ier5"
4.16112113995075e-156,-0.630434131581403,0.298,0.44,2.28229172284019e-151,"Fibroblasts","GRCm38-Abhd17a"
8.10051220830836e-156,0.39556429487496,0.162,0.069,4.44296893601297e-151,"Fibroblasts","GRCm38-Pcbp4"
9.64116433883083e-156,-0.329879863326805,0.02,0.111,5.28798581656193e-151,"Fibroblasts","GRCm38-Pitpnm2"
1.24008687664414e-155,-0.474090438794565,0.112,0.248,6.80162850101779e-151,"Fibroblasts","GRCm38-Cdipt"
2.57017759685942e-155,-0.737666488759235,0.787,0.794,1.40969100832546e-150,"Fibroblasts","GRCm38-Ifitm3"
5.49461201128454e-155,-0.479422239942269,0.097,0.228,3.01368479594935e-150,"Fibroblasts","GRCm38-Dusp6"
6.77577241839212e-155,-0.394202108809862,0.96,0.909,3.71637565603971e-150,"Fibroblasts","GRCm38-Ptma"
7.08424655734726e-155,0.480712940625548,0.249,0.137,3.88556755177383e-150,"Fibroblasts","GRCm38-Pxdc1"
1.65378979629847e-154,-0.462997980422367,0.066,0.182,9.07070627473787e-150,"Fibroblasts","GRCm38-Gmnn"
1.81948612907256e-154,0.473068210343077,0.197,0.096,9.97951752073715e-150,"Fibroblasts","GRCm38-Pja1"
2.6081422790702e-154,0.411706057409361,0.187,0.087,1.43051387722442e-149,"Fibroblasts","GRCm38-Marveld1"
4.39846088281263e-154,-0.581920922331829,0.293,0.442,2.41246782500507e-149,"Fibroblasts","GRCm38-Pitpna"
8.89360321188584e-154,-0.443513216423309,0.048,0.156,4.87796348965514e-149,"Fibroblasts","GRCm38-Plcb1"
1.0898488986725e-153,-0.322165078953927,0.015,0.101,5.97760323943893e-149,"Fibroblasts","GRCm38-Hip1r"
1.389230355092e-153,-0.386020514620265,0.03,0.127,7.61965065160861e-149,"Fibroblasts","GRCm38-Eepd1"
1.52159224168848e-153,0.439703910933709,0.198,0.097,8.34562912721299e-149,"Fibroblasts","GRCm38-Ergic1"
7.54007428466744e-153,0.437087764176381,0.315,0.195,4.1355799436544e-148,"Fibroblasts","GRCm38-Rbfox2"
1.44611797934999e-152,0.418946464785593,0.173,0.078,7.93166789313883e-148,"Fibroblasts","GRCm38-Trip6"
2.52546988818906e-152,0.317276453896704,0.159,0.066,1.38516972427394e-147,"Fibroblasts","GRCm38-Scpep1"
1.09147234330583e-151,-0.424969793377311,0.023,0.113,5.98650750856384e-147,"Fibroblasts","GRCm38-Arrb2"
4.137889260135e-151,-0.740352379029585,0.031,0.127,2.26954950139885e-146,"Fibroblasts","GRCm38-Gm13889"
4.91162143303947e-151,0.440152373151014,0.223,0.116,2.69392612359349e-146,"Fibroblasts","GRCm38-Aig1"
6.72247033011044e-151,0.29456479421319,0.122,0.042,3.68714052665897e-146,"Fibroblasts","GRCm38-Pla2g4a"
7.01716230635852e-151,0.329543263959648,0.118,0.041,3.84877318179152e-146,"Fibroblasts","GRCm38-Gnb5"
7.10379547701952e-151,-0.425171974782577,0.035,0.133,3.89628974323567e-146,"Fibroblasts","GRCm38-Plscr2"
1.25646423907486e-150,0.330656358784632,0.581,0.44,6.89145505847778e-146,"Fibroblasts","GRCm38-Lamp2"
1.41438093279826e-150,0.337087101866243,0.111,0.037,7.75759654021188e-146,"Fibroblasts","GRCm38-Gpsm2"
4.11771568492133e-150,-0.490825740254739,0.12,0.255,2.25848469886565e-145,"Fibroblasts","GRCm38-Znrf1"
4.43124801879252e-150,0.461930977664702,0.265,0.152,2.43045091334732e-145,"Fibroblasts","GRCm38-Igf1r"
1.04942455748606e-149,-0.554359488327659,0.022,0.111,5.75588381289956e-145,"Fibroblasts","GRCm38-Oasl1"
1.06175890618266e-149,-0.414397819988052,0.084,0.207,5.82353524863066e-145,"Fibroblasts","GRCm38-Pkn1"
2.32289306735276e-149,-0.504676513312929,0.129,0.264,1.27406038958164e-144,"Fibroblasts","GRCm38-Rps6ka3"
2.32782949665367e-149,0.396944238993923,0.196,0.096,1.2767679223246e-144,"Fibroblasts","GRCm38-Ccdc90b"
4.31930074448161e-149,0.404852964266677,0.134,0.052,2.36905007233327e-144,"Fibroblasts","GRCm38-Runx1t1"
6.18650051067139e-149,0.340548744521686,0.112,0.038,3.39317180009304e-144,"Fibroblasts","GRCm38-Arhgap6"
6.98657580051351e-149,-0.433678413077552,0.051,0.158,3.83199709506565e-144,"Fibroblasts","GRCm38-Dtx3l"
9.19128518234579e-149,0.482413772930724,0.379,0.249,5.04123609681302e-144,"Fibroblasts","GRCm38-Nr4a1"
2.70091324224701e-148,-0.617720698267577,0.488,0.581,1.48139689510764e-143,"Fibroblasts","GRCm38-Ndufa8"
3.54118392973001e-148,-0.421726205889228,0.103,0.234,1.94226856177832e-143,"Fibroblasts","GRCm38-Sipa1"
4.71972768046445e-148,-0.589485860516823,0.059,0.168,2.58867623818114e-143,"Fibroblasts","GRCm38-Ezr"
5.14866136024881e-148,0.333111126440367,0.112,0.038,2.82393778286927e-143,"Fibroblasts","GRCm38-Mn1"
5.20063037688148e-148,-0.436181121353923,0.044,0.147,2.85244174911195e-143,"Fibroblasts","GRCm38-Cd109"
6.81825904814436e-148,-0.72505935940196,0.178,0.309,3.73967872272622e-143,"Fibroblasts","GRCm38-Jam2"
1.02377304646725e-147,0.385353911313502,0.487,0.359,5.61519040526355e-143,"Fibroblasts","GRCm38-Atraid"
1.28678557752536e-147,0.341640974115127,0.162,0.069,7.05776153561108e-143,"Fibroblasts","GRCm38-Rab3il1"
1.67341858772171e-147,-0.587312227765357,0.018,0.102,9.17836626993601e-143,"Fibroblasts","GRCm38-Ifi207"
1.78398910190005e-147,-0.417152096569262,0.043,0.144,9.78482342610142e-143,"Fibroblasts","GRCm38-Fry"
2.42909622024681e-147,-0.493257836890945,0.107,0.237,1.33231069488097e-142,"Fibroblasts","GRCm38-N4bp1"
2.4792605437139e-147,0.39144494631322,0.686,0.535,1.3598248230162e-142,"Fibroblasts","GRCm38-Zfp36l1"
4.49959327703267e-147,-0.550623474639365,0.191,0.337,2.46793692058688e-142,"Fibroblasts","GRCm38-Cnot6l"
4.56611748153381e-147,-0.356862558198688,0.019,0.105,2.50442411627166e-142,"Fibroblasts","GRCm38-Ahr"
5.42283023959262e-147,-0.602242805361161,0.12,0.252,2.97431392981176e-142,"Fibroblasts","GRCm38-S100a1"
5.63629629589346e-147,-0.506254877228074,0.024,0.112,3.09139579237165e-142,"Fibroblasts","GRCm38-Nabp1"
5.96074685391084e-147,0.456096860361601,0.395,0.275,3.26935043443302e-142,"Fibroblasts","GRCm38-Add1"
8.29010745272117e-147,-0.54801784041811,0.288,0.436,4.54695813566851e-142,"Fibroblasts","GRCm38-Rab5c"
8.34423938857815e-147,-0.61362493714533,0.093,0.216,4.57664841984734e-142,"Fibroblasts","GRCm38-Calcrl"
2.82631383446651e-146,0.435534567994838,0.418,0.299,1.55017661192819e-141,"Fibroblasts","GRCm38-Copb1"
3.16155748634936e-146,-0.390635829949476,0.047,0.152,1.73405105011289e-141,"Fibroblasts","GRCm38-Sacs"
4.32790210863392e-146,-0.595539297402488,0.429,0.533,2.37376774854353e-141,"Fibroblasts","GRCm38-Wasf2"
8.1145193414345e-146,-0.317097370759157,0.021,0.108,4.45065156838999e-141,"Fibroblasts","GRCm38-Adora2a"
1.4907719736098e-145,0.429907343210959,0.319,0.203,8.17658612085502e-141,"Fibroblasts","GRCm38-Tusc3"
1.58154575220057e-145,-0.61324888636402,0.147,0.28,8.67446214166971e-141,"Fibroblasts","GRCm38-Gbp3"
1.9142457517038e-145,0.430456788859737,0.247,0.138,1.0499255098945e-140,"Fibroblasts","GRCm38-Zfp771"
5.171038005689e-145,-0.67826765241154,0.272,0.401,2.8362109253603e-140,"Fibroblasts","GRCm38-4931406P16Rik"
2.02742796548696e-144,-0.455565824561417,0.087,0.207,1.11200369051029e-139,"Fibroblasts","GRCm38-Parp9"
4.41590235535025e-144,0.474692470167295,0.238,0.131,2.42203412386251e-139,"Fibroblasts","GRCm38-Mical2"
1.12692051893652e-143,-0.528307428040783,0.554,0.629,6.18093366226303e-139,"Fibroblasts","GRCm38-Hnrnpf"
1.31089583915935e-143,-0.736592418168153,0.031,0.122,7.19000149862122e-139,"Fibroblasts","GRCm38-Serpina3g"
1.89037461334103e-143,0.392631724527495,0.492,0.372,1.03683266792529e-138,"Fibroblasts","GRCm38-Mydgf"
2.33767897156172e-143,0.459670881405013,0.253,0.145,1.28217016232217e-138,"Fibroblasts","GRCm38-Hdgfl3"
2.95073858997272e-143,-0.466918704877608,0.123,0.257,1.61842110182824e-138,"Fibroblasts","GRCm38-Itsn2"
3.06245559759956e-143,0.441005052590655,0.396,0.28,1.67969564617141e-138,"Fibroblasts","GRCm38-Sap30l"
3.78649304919043e-143,0.431825246711184,0.219,0.117,2.07681570761996e-138,"Fibroblasts","GRCm38-2310022B05Rik"
4.28336511139681e-143,0.390085465814933,0.494,0.367,2.34934009629892e-138,"Fibroblasts","GRCm38-Nktr"
5.68889169503913e-142,-0.467653461786524,0.099,0.223,3.12024331689506e-137,"Fibroblasts","GRCm38-Cbfa2t3"
6.16090352672867e-142,-0.387938685136082,0.059,0.168,3.37913236634014e-137,"Fibroblasts","GRCm38-Tecpr1"
8.1791507133664e-142,-0.476636134078865,0.122,0.253,4.4861005832672e-137,"Fibroblasts","GRCm38-Fez2"
1.13049926512493e-141,0.259927673854106,0.106,0.035,6.20056236935724e-137,"Fibroblasts","GRCm38-Ak1"
1.38650930209932e-141,0.269925758259476,0.508,0.366,7.60472622015437e-137,"Fibroblasts","GRCm38-Idh2"
1.91786924136846e-141,-0.318124444829875,0.025,0.114,1.05191292150577e-136,"Fibroblasts","GRCm38-Plekhg5"
2.37454181773221e-141,-0.787041632451023,0.041,0.137,1.30238869618976e-136,"Fibroblasts","GRCm38-Abcc9"
4.35381587513101e-140,0.415309539281344,0.473,0.355,2.38798093119185e-135,"Fibroblasts","GRCm38-Eif1b"
2.22707616116727e-139,0.391055845530104,0.208,0.107,1.22150673287702e-134,"Fibroblasts","GRCm38-Emp2"
2.42652465931187e-139,0.344811648665235,0.143,0.06,1.33090024513937e-134,"Fibroblasts","GRCm38-Osbpl1a"
2.94350413100014e-139,0.42411173776339,0.344,0.223,1.61445314577096e-134,"Fibroblasts","GRCm38-Klf9"
3.54688576659794e-139,-0.559581766190087,0.193,0.332,1.94539590526364e-134,"Fibroblasts","GRCm38-Adam10"
4.45085384879337e-139,0.41216263038013,0.453,0.334,2.44120431898619e-134,"Fibroblasts","GRCm38-Sra1"
7.68809165857229e-139,-0.54536925466344,0.315,0.455,4.21676451289373e-134,"Fibroblasts","GRCm38-Mbd2"
9.80522381139586e-139,-0.58526210996234,0.135,0.264,5.3779691560744e-134,"Fibroblasts","GRCm38-Myo1b"
1.3175694305628e-138,0.357804044981531,0.477,0.347,7.22660481275082e-134,"Fibroblasts","GRCm38-Nisch"
1.58288210914113e-138,0.36275329985519,0.142,0.059,8.68179179221727e-134,"Fibroblasts","GRCm38-Slc39a6"
2.13300610186968e-138,0.450390270526771,0.248,0.143,1.16991118675348e-133,"Fibroblasts","GRCm38-Sh3pxd2a"
2.35390255386981e-138,0.389231371341523,0.167,0.077,1.29106847274652e-133,"Fibroblasts","GRCm38-Mettl1"
2.50725553615945e-138,-0.460187656575868,0.125,0.253,1.37517951647274e-133,"Fibroblasts","GRCm38-Ddx39"
4.43402430175309e-138,0.372803512693167,0.15,0.065,2.43197364902553e-133,"Fibroblasts","GRCm38-Tln2"
4.69780667854346e-138,0.507116420917902,0.251,0.147,2.57665300704752e-133,"Fibroblasts","GRCm38-Tnks"
7.39747511557598e-138,0.42627835997261,0.22,0.119,4.05736715139111e-133,"Fibroblasts","GRCm38-Tmed1"
7.61595078346739e-138,0.284362922920586,0.114,0.04,4.1771966857162e-133,"Fibroblasts","GRCm38-Pcdh7"
1.13464725811795e-137,-0.457294811846683,0.051,0.153,6.22331328132536e-133,"Fibroblasts","GRCm38-Cemip2"
1.52950101112235e-137,0.298088880404058,0.498,0.35,8.38900714580386e-133,"Fibroblasts","GRCm38-Dst"
2.95966850251953e-137,-0.459631637588015,0.146,0.282,1.62331898026191e-132,"Fibroblasts","GRCm38-Usp25"
3.73610945510632e-137,-0.345157552331836,0.022,0.107,2.04918131393672e-132,"Fibroblasts","GRCm38-Fzd6"
3.73665338753683e-137,-0.395085932173626,0.057,0.162,2.0494796499962e-132,"Fibroblasts","GRCm38-Sorbs1"
2.50358162746312e-136,0.479791595259491,0.39,0.276,1.37316445103097e-131,"Fibroblasts","GRCm38-Psip1"
2.76265980913344e-136,-0.391975659150921,0.046,0.145,1.51526365211351e-131,"Fibroblasts","GRCm38-Myo1e"
4.32229825457086e-136,0.389125932150671,0.157,0.071,2.37069414666702e-131,"Fibroblasts","GRCm38-Vegfa"
1.83057639432821e-135,-0.556053711531033,0.065,0.17,1.00403454076113e-130,"Fibroblasts","GRCm38-Art3"
1.88469909637305e-135,-0.265930339991071,0.969,0.943,1.03371976037869e-130,"Fibroblasts","GRCm38-Rps14"
2.23740707372978e-135,0.284348712880645,0.661,0.529,1.22717303179931e-130,"Fibroblasts","GRCm38-Erp29"
3.15484682022839e-135,-0.952119623349319,0.074,0.183,1.73037038395887e-130,"Fibroblasts","GRCm38-Cxcl10"
5.75641695248473e-135,0.29330839580357,0.156,0.067,3.15727957009883e-130,"Fibroblasts","GRCm38-Atp1b1"
8.1961293907843e-135,-0.472812698430501,0.188,0.328,4.49541304825737e-130,"Fibroblasts","GRCm38-Arpc4"
1.24472226898859e-134,0.374182389769104,0.211,0.112,6.8270527009486e-130,"Fibroblasts","GRCm38-Chpt1"
1.58321590382966e-134,0.280550951046668,0.107,0.037,8.68362258932492e-130,"Fibroblasts","GRCm38-Olfm1"
1.63938940688441e-134,-0.422371509266303,0.12,0.248,8.99172301887959e-130,"Fibroblasts","GRCm38-Hip1"
4.0067537903531e-134,0.444894603528507,0.282,0.174,2.19762431893287e-129,"Fibroblasts","GRCm38-Mia3"
4.62861316362215e-134,-0.28771747778875,0.027,0.114,2.53870174798348e-129,"Fibroblasts","GRCm38-Isyna1"
2.91167934807536e-133,-0.49448958588905,0.15,0.28,1.59699788883237e-128,"Fibroblasts","GRCm38-Eno1"
4.67568136255455e-133,0.421902393450722,0.315,0.203,2.56451771373392e-128,"Fibroblasts","GRCm38-Ggh"
7.73550249139055e-133,0.438406656004108,0.307,0.197,4.24276840647789e-128,"Fibroblasts","GRCm38-Stt3a"
9.09431703804958e-133,0.289084939109827,0.111,0.04,4.98805100902944e-128,"Fibroblasts","GRCm38-Notch2"
1.27529059186839e-132,-0.296394448678076,0.031,0.121,6.99471383827975e-128,"Fibroblasts","GRCm38-Rgs16"
1.3903204559268e-132,-0.451173024778673,0.069,0.176,7.62562963666734e-128,"Fibroblasts","GRCm38-Znfx1"
1.82806505456434e-132,-0.384449592925007,0.034,0.123,1.00265712112745e-127,"Fibroblasts","GRCm38-Il4ra"
4.06844955792909e-132,0.327370239441599,0.167,0.077,2.23146321353295e-127,"Fibroblasts","GRCm38-Slc8a1"
4.23333608299492e-132,-0.432416827076789,0.108,0.23,2.32190017480105e-127,"Fibroblasts","GRCm38-Mgat4b"
8.87462081159875e-132,-0.370705839576078,0.039,0.132,4.86755202274568e-127,"Fibroblasts","GRCm38-Epb41"
1.0384403183397e-131,-0.405148681856094,0.076,0.186,5.69563745802956e-127,"Fibroblasts","GRCm38-Rapgef1"
1.17896900614258e-131,0.393341555740068,0.448,0.319,6.46640920489083e-127,"Fibroblasts","GRCm38-Raph1"
1.70210768536579e-131,-0.53284844918514,0.11,0.231,9.3357202326943e-127,"Fibroblasts","GRCm38-Agrn"
1.86740233086778e-131,0.450644047687531,0.185,0.093,1.02423283043436e-126,"Fibroblasts","GRCm38-Tanc2"
1.95148351966575e-131,-0.534332175257564,0.157,0.285,1.07034968086627e-126,"Fibroblasts","GRCm38-Lxn"
1.99678403015568e-131,0.380117337564876,0.506,0.365,1.09519610485978e-126,"Fibroblasts","GRCm38-Plpp3"
6.60009294477066e-131,0.387389587341385,0.204,0.108,3.62001897834781e-126,"Fibroblasts","GRCm38-Qsox1"
6.6011208026574e-131,-0.449929947344285,0.064,0.168,3.62058273784153e-126,"Fibroblasts","GRCm38-Serpinb9"
1.11781262974125e-130,-0.441012187631035,0.042,0.135,6.13097871160482e-126,"Fibroblasts","GRCm38-Cnp"
1.39415471812641e-130,0.400920695844448,0.244,0.141,7.64665979797974e-126,"Fibroblasts","GRCm38-Tcaf1"
1.71061168958412e-130,0.413741579319998,0.291,0.183,9.382362995031e-126,"Fibroblasts","GRCm38-Parva"
2.08092963861385e-130,0.333274383173756,0.105,0.038,1.14134828818692e-125,"Fibroblasts","GRCm38-Arhgap32"
2.20994442294058e-130,-0.340284875784342,0.035,0.125,1.21211031709445e-125,"Fibroblasts","GRCm38-Arhgef3"
2.27949328544138e-130,-0.343093433125728,0.022,0.103,1.25025647719889e-125,"Fibroblasts","GRCm38-Gm37474"
1.24060262053446e-129,0.301625421360814,0.671,0.539,6.80445725310743e-125,"Fibroblasts","GRCm38-Aes"
1.29005933558433e-129,-0.608726553840147,0.275,0.405,7.07571744381291e-125,"Fibroblasts","GRCm38-Ablim1"
1.47620844685682e-129,-0.387996686905983,0.052,0.15,8.09670808932027e-125,"Fibroblasts","GRCm38-Uba7"
1.50159421251163e-129,0.405354522445801,0.235,0.134,8.2359439367838e-125,"Fibroblasts","GRCm38-Sgcb"
1.50202093253654e-129,-0.296025310651534,0.026,0.109,8.23828441077643e-125,"Fibroblasts","GRCm38-Ripk3"
3.79250752036932e-129,-0.444892814222994,0.142,0.271,2.08011452477216e-124,"Fibroblasts","GRCm38-Dbnl"
4.25540430595044e-129,-0.46800787222407,0.169,0.304,2.3340041537277e-124,"Fibroblasts","GRCm38-Elf1"
5.69701338396945e-129,-0.596344280049437,0.036,0.125,3.12469790083956e-124,"Fibroblasts","GRCm38-Mylk"
5.92551696081301e-129,-0.378871404692652,0.064,0.168,3.25002754266672e-124,"Fibroblasts","GRCm38-Sirt7"
6.25378894603744e-129,0.491027406051272,0.655,0.545,3.43007816112262e-124,"Fibroblasts","GRCm38-Ier2"
7.64957979169074e-129,-0.682345753815566,0.173,0.298,4.19564152414654e-124,"Fibroblasts","GRCm38-Ece1"
8.30151258516438e-129,0.367742631472669,0.147,0.066,4.55321362271096e-124,"Fibroblasts","GRCm38-Tmem9"
1.81407450083284e-128,0.407143505275696,0.219,0.121,9.94983582216795e-124,"Fibroblasts","GRCm38-Ncor2"
2.38942281737636e-128,-0.556697151255563,0.434,0.544,1.31055062687459e-123,"Fibroblasts","GRCm38-S100a13"
2.68298372290349e-128,0.289980042905672,0.679,0.548,1.4715629123381e-123,"Fibroblasts","GRCm38-Rabac1"
5.16258046082297e-128,0.421985162300555,0.233,0.133,2.83157213115218e-123,"Fibroblasts","GRCm38-Hs2st1"
6.0469394666818e-128,-0.357372257156378,0.041,0.133,3.31662535868563e-123,"Fibroblasts","GRCm38-Slc30a1"
6.9440782912169e-128,0.410337701444213,0.229,0.13,3.80868806116664e-123,"Fibroblasts","GRCm38-Aga"
1.00988957720217e-127,-0.306622905737686,0.028,0.112,5.53904235303846e-123,"Fibroblasts","GRCm38-Magi1"
2.4398629600453e-127,-0.367446963768964,0.064,0.167,1.33821603632565e-122,"Fibroblasts","GRCm38-Mitd1"
4.29895056753421e-127,0.380968574242672,0.372,0.254,2.35788840728116e-122,"Fibroblasts","GRCm38-Ttc28"
5.42321415183656e-127,0.34557110024342,0.13,0.054,2.97452449799931e-122,"Fibroblasts","GRCm38-Pard3"
8.3140920035105e-127,0.369121561643729,0.309,0.197,4.56011318208544e-122,"Fibroblasts","GRCm38-Il6st"
2.51242341006945e-126,0.415171435443111,0.291,0.185,1.37801399195489e-121,"Fibroblasts","GRCm38-Golph3"
2.58610719206324e-126,-0.290669988541287,0.04,0.132,1.41842807270284e-121,"Fibroblasts","GRCm38-Timeless"
3.16133427655254e-126,-1.19873945785367,0.025,0.105,1.73392862400354e-121,"Fibroblasts","GRCm38-H2-Aa"
3.44832793271108e-126,0.31478893739737,0.138,0.059,1.89133890453337e-121,"Fibroblasts","GRCm38-Parp3"
3.67352515357824e-126,-0.515320161631278,0.235,0.374,2.0148550762346e-121,"Fibroblasts","GRCm38-Cnn2"
5.00627647684321e-126,0.418906558457686,0.346,0.229,2.74584252201897e-121,"Fibroblasts","GRCm38-Gadd45b"
6.48885780799055e-126,-0.329760339185432,0.04,0.13,3.55900873052666e-121,"Fibroblasts","GRCm38-Plscr1"
9.78296602278893e-126,0.443713172696008,0.372,0.259,5.36576120417927e-121,"Fibroblasts","GRCm38-Ccdc34"
1.54139767525618e-125,-0.564785963230107,0.418,0.529,8.45425796924507e-121,"Fibroblasts","GRCm38-Sdcbp"
2.51572255284308e-125,-0.35121381636502,0.065,0.168,1.37982350578337e-120,"Fibroblasts","GRCm38-Ipo11"
2.52985345969206e-125,-0.456029642062652,0.723,0.729,1.3875740255719e-120,"Fibroblasts","GRCm38-Arpc2"
3.28024403264405e-125,0.299894871050618,0.112,0.042,1.79914824702461e-120,"Fibroblasts","GRCm38-Ctsf"
3.86189385280417e-125,-0.540651669671869,0.294,0.426,2.11817154038603e-120,"Fibroblasts","GRCm38-Tacc1"
4.3776981273656e-125,-0.450836413507528,0.208,0.348,2.40107986889748e-120,"Fibroblasts","GRCm38-Ssbp4"
4.92165661833702e-125,-0.324944480647928,0.03,0.114,2.69943022202549e-120,"Fibroblasts","GRCm38-Dgkd"
2.22336015735479e-124,-0.328579789116026,0.034,0.119,1.21946857910596e-119,"Fibroblasts","GRCm38-Arrdc4"
4.68402902892111e-124,0.401294019415697,0.414,0.305,2.56909624178265e-119,"Fibroblasts","GRCm38-Ilk"
6.11418528345142e-124,-0.404213932670279,0.113,0.232,3.35350834426744e-119,"Fibroblasts","GRCm38-Cdc42se2"
